Rank,Company,Country/Territory,Sales,Profits,Assets,Market Value,Industry,Founded,Chief Executive Officer,Employees
1835,Oshkosh,United States,7900000000.0,525000000.0,5000000000.0,5700000000.0,Heavy Equipment,1917,,15000.0
1836,Cemig,Brazil,6100000000.0,465000000.0,15400000000.0,6100000000.0,Electric Utilities,1952,Bernardo Afonso Salomão de Alvarenga,6083.0
1837,Credit Bank of Moscow,Russia,2500000000.0,395000000.0,30900000000.0,2500000000.0,Regional Banks,1992,,8334.0
1838,Fangda Carbon New Material,China,1800000000.0,937000000.0,2200000000.0,6800000000.0,Construction Materials,1965,,4645.0
1839,Yamada Denki,Japan,14400000000.0,99000000.0,11100000000.0,3800000000.0,Computer & Electronics Retail,1983,,19752.0
1840,"Hengyi Petrochemical Co., Ltd.",China,12800000000.0,297000000.0,8700000000.0,6700000000.0,Electronics,,,13754.0
1841,Xinhu Zhongbao,China,2100000000.0,514000000.0,20000000000.0,5000000000.0,Diversified Metals & Mining,,,1394.0
1842,Jaccs,Japan,1300000000.0,70000000.0,42800000000.0,555000000.0,Consumer Financial Services,1954,Yasuyoshi Itagaki,5492.0
1843,Zalando,Germany,6400000000.0,61000000.0,3700000000.0,11600000000.0,Apparel/Footwear Retail,2014,,15619.0
1844,Informa plc,United Kingdom,3200000000.0,277000000.0,14000000000.0,13000000000.0,Printing & Publishing,2014,,
1845,Garrett Motion,Switzerland,3400000000.0,1200000000.0,2100000000.0,1400000000.0,,,,7500.0
1846,Medical Properties Trust,United States,785000000.0,1000000000.0,8800000000.0,6600000000.0,,2003,,77.0
1847,Nanya Technology,Taiwan,2500000000.0,1200000000.0,5900000000.0,6100000000.0,Semiconductors,1995,,
1848,Sydney Airport,Australia,1200000000.0,451000000.0,9200000000.0,12000000000.0,Other Transportation,1920,,487.0
1849,Kiyo Bank,Japan,652000000.0,96000000.0,42200000000.0,936000000.0,Regional Banks,,,2625.0
1850,International Flavors & Fragrances,United States,4000000000.0,336000000.0,12900000000.0,14500000000.0,Household/Personal Care,1833,Andreas Fibig,13000.0
1851,JB Financial Group,South Korea,2200000000.0,208000000.0,41900000000.0,961000000.0,Regional Banks,,,80.0
1852,Smurfit Kappa Group,Ireland,10600000000.0,-762000000.0,10900000000.0,7300000000.0,Paper & Paper Products,1934,,46000.0
1853,Fraport,Germany,4099999999.9999995,559000000.0,13300000000.0,7600000000.0,Other Transportation,1924,,23299.0
1854,Piramal Enterprises,India,1800000000.0,725000000.0,12000000000.0,7100000000.0,Pharmaceuticals,1991,,5217.0
1855,Banque Centrale Populaire,Morocco,2400000000.0,313000000.0,41400000000.0,5000000000.0,Regional Banks,1926,,
1856,FMC,United States,4700000000.0,493000000.0,10000000000.0,10500000000.0,Specialized Chemicals,1883,Pierre R. Brondeau,7300.0
1857,Konica Minolta Business Solutions,Japan,9600000000.0,429000000.0,11000000000.0,4900000000.0,Consumer Electronics,1873,,43299.0
1858,Sonova Holding,Switzerland,2800000000.0,427000000.0,4300000000.0,12900000000.0,Medical Equipment & Supplies,1985,Arnd Kaldowski,14242.0
1859,F.N.B.,United States,1400000000.0,373000000.0,33100000000.0,3700000000.0,Regional Banks,1974,,4420.0
1860,Fibra Uno,Mexico,986000000.0,893000000.0,12300000000.0,5800000000.0,,2010,,586.0
1861,Lotte,South Korea,6600000000.0,168000000.0,21700000000.0,3200000000.0,Food Processing,,,
1862,Musashino Bank,Japan,545000000.0,7000000.0,41000000000.0,654000000.0,Regional Banks,1952,Kikuo Kato,2296.0
1863,Migdal Insurance,Israel,4400000000.0,153000000.0,41000000000.0,1100000000.0,Diversified Insurance,,,5278.0
1864,Chimera Investment,United States,1300000000.0,412000000.0,27700000000.0,3500000000.0,Real Estate,2007,,38.0
1865,Sabesp,Brazil,4400000000.0,775000000.0,11200000000.0,7200000000.0,Diversified Utilities,1973,,13672.0
1866,Shanghai Ganglian E-Commerce Holdings,China,14400000000.0,17000000.0,1600000000.0,1800000000.0,Software & Programming,2000,,1644.0
1867,EFG International,Switzerland,1600000000.0,72000000.0,40700000000.0,2200000000.0,Regional Banks,1995,,3320.0
1868,Cleveland-cliffs,United States,2000000000.0,1100000000.0,4200000000.0,2700000000.0,Iron & Steel,1847,,2926.0
1869,Saudi Arabian Fertilizers,Saudi Arabia,1000000000.0,464000000.0,2500000000.0,11300000000.0,Specialized Chemicals,1973,,
1870,Splunk,United States,1800000000.0,-276000000.0,4500000000.0,19200000000.0,Computer Services,2003,,4400.0
1871,Lendlease Group,Australia,11700000000.0,286000000.0,12300000000.0,5100000000.0,Real Estate,1999,,13000.0
1872,Murphy USA,United States,14400000000.0,214000000.0,2400000000.0,2600000000.0,Specialty Stores,1996,,9500.0
1873,Yageo Corporation,Taiwan,2600000000.0,1100000000.0,4000000000.0,4600000000.0,Electronics,1987,,
1874,Bureau Veritas,France,5700000000.0,392000000.0,7000000000.0,10800000000.0,Business & Personal Services,1828,,75428.0
1875,Saipem,Italy,10100000000.0,-557000000.0,13500000000.0,5200000000.0,Oil & Gas Operations,,,33936.0
1876,"United Natural Foods,",United States,14300000000.0,-276000000.0,7400000000.0,658000000.0,Food Retail,,,10000.0
1877,Luzerner Kantonalbank,Switzerland,619000000.0,203000000.0,39700000000.0,4000000000.0,Regional Banks,1850,,1028.0
1878,AU Optronics,Taiwan,10200000000.0,337000000.0,13300000000.0,3500000000.0,Electronics,1996,,
1879,Marks & Spencer,United Kingdom,14200000000.0,39000000.0,9700000000.0,6000000000.0,Department Stores,1884,,80912.0
1880,Dixons Carphone,United Kingdom,14200000000.0,-462000000.0,9100000000.0,2300000000.0,Specialty Stores,1989,,43122.0
1881,Shoprite Holdings,South Africa,11000000000.0,343000000.0,4700000000.0,7000000000.0,Food Retail,1979,,147478.0
1882,Unisplendour,China,7300000000.0,257000000.0,7100000000.0,9600000000.0,Computer Hardware,1999,,13464.0
1883,Veeva Systems,United States,862000000.0,230000000.0,1700000000.0,18700000000.0,Software & Programming,2007,,2553.0
1884,Allahabad Bank,India,3000000000.0,-710000000.0,38900000000.0,1500000000.0,Regional Banks,1865,CH. S. S. Mallikarjuna Rao,23967.0
1885,Credit Acceptance,United States,1300000000.0,574000000.0,6400000000.0,8900000000.0,Business & Personal Services,1972,,2040.0
1886,BBVA Banco Continental,Peru,1800000000.0,447000000.0,22200000000.0,6300000000.0,Regional Banks,,,5666.0
1887,Indian Bank,India,3000000000.0,203000000.0,38800000000.0,1800000000.0,Regional Banks,1907,Padmaja Chunduru,19768.0
1888,China Agri-Industries,Hong Kong,13900000000.0,172000000.0,9000000000.0,1800000000.0,Diversified Chemicals,2006,,17646.0
1889,Owens Corning,United States,7100000000.0,545000000.0,9800000000.0,5900000000.0,Construction Materials,1938,,20000.0
1890,LiveRamp Holdings,United States,617000000.0,1100000000.0,1900000000.0,3800000000.0,,,,3380.0
1891,Royal Mail,United Kingdom,13800000000.0,128000000.0,9200000000.0,3400000000.0,Air Courier,2013,,161851.0
1892,Cadence Design,United States,2100000000.0,346000000.0,2500000000.0,17800000000.0,Software & Programming,,,7500.0
1893,Makita,Japan,4400000000.0,508000000.0,5900000000.0,10000000000.0,Household/Personal Care,1915,,
1894,Nanjing Iron & Steel,China,6500000000.0,606000000.0,6000000000.0,2800000000.0,Iron & Steel,,,10572.0
1895,United Aircraft,Russia,7700000000.0,-23000000.0,17200000000.0,5100000000.0,Aerospace & Defense,,,
1896,Extra Space Storage,United States,1200000000.0,415000000.0,7800000000.0,12800000000.0,Real Estate,2004,Joseph D. D. Margolis,3624.0
1897,Ipsen,France,2600000000.0,460000000.0,3900000000.0,11000000000.0,Pharmaceuticals,1929,,5723.0
1898,Zebra Technologies,United States,4200000000.0,421000000.0,4300000000.0,12600000000.0,Electronics,,,7400.0
1899,H Lundbeck,Denmark,2900000000.0,618000000.0,3500000000.0,8300000000.000001,Pharmaceuticals,,Claus Braestrup,5143.0
1900,Andhra Bank,India,3300000000.0,-522000000.0,37700000000.0,707000000.0,Regional Banks,1923,Jayaraman Packirisamy,19921.0
1901,Bank of Queensland,Australia,1700000000.0,234000000.0,37700000000.0,2600000000.0,Regional Banks,1874,,2039.0
1902,Air Lease,United States,1700000000.0,511000000.0,18500000000.0,4200000000.0,Business & Personal Services,2010,,97.0
1903,Ronshine China Holdings,China,5200000000.0,330000000.0,29600000000.0,2300000000.0,,2014,,3487.0
1904,AmBank Group,Malaysia,1900000000.0,322000000.0,37300000000.0,3300000000.0,Regional Banks,1975,,11000.0
1905,Prysmian,Italy,12000000000.0,153000000.0,11600000000.0,4800000000.0,Electrical Equipment,2005,Valerio Battista,29159.0
1906,VEON,Netherlands,9100000000.0,-693000000.0,14100000000.0,4099999999.9999995,Telecommunications services,1992,,46132.0
1907,San ju San Financial Group,Japan,265000000.0,37000000.0,37200000000.0,352000000.0,Regional Banks,,,
1908,Zhejiang Chint Electrics,China,4000000000.0,560000000.0,7100000000.0,8900000000.0,Electrical Equipment,1997,,20310.0
1909,Autoliv,Sweden,9300000000.0,190000000.0,6700000000.0,7600000000.0,Auto & Truck Parts,1953,,58000.0
1910,Sensata Technologies Holding,United Kingdom,3500000000.0,599000000.0,6800000000.0,8400000000.0,Electronics,,,21650.0
1911,CoStar Group,United States,1200000000.0,238000000.0,3300000000.0,17600000000.0,Software & Programming,1987,Andrew C. Florance,3705.0
1912,EasyJet,United Kingdom,7900000000.0,481000000.0,9100000000.0,6300000000.0,Airline,2000,,14000.0
1913,Sears Holdings,United States,13200000000.0,-1700000000.0,6700000000.0,79000000.0,Discount Stores,1899,,89000.0
1914,Western Alliance Bancorp.,United States,1100000000.0,436000000.0,23200000000.0,4700000000.0,Regional Banks,1995,,1787.0
1915,Meritz Securities,South Korea,1500000000.0,389000000.0,28100000000.0,2500000000.0,,,,
1916,Cimarex Energy,United States,2300000000.0,781000000.0,6100000000.0,7000000000.0,Oil & Gas Operations,2002,,955.0
1917,VICI Properties,United States,898000000.0,524000000.0,11300000000.0,8900000000.0,Real Estate,2016,,140.0
1918,FIBI Holdings,Israel,1100000000.0,98000000.0,35900000000.0,1100000000.0,Regional Banks,1972,,4288.0
1919,Oriental Bank of Commerce,India,2900000000.0,-280000000.0,35900000000.0,2100000000.0,Regional Banks,1943,Mukesh Kumar Jain,21977.0
